c136315a|9|1315714389|00d0860c|5|2.7|3|3|0|3|3|1296000|1820480|2|1320466389
c136315a|9|1317700398|02bca045|1|2.6|9|6|4|0|0|1555200|3572520|3|1317700398
c136315a|9|1317700665|0335a005|1|2.6|5|3|1|0|0|1814400|3367502|2|1317700665
c136315a|9|1321481933|03bd5718|5|2.5|8|0|0|8|0|0|32|5|1321568333
c136315a|9|1315714418|0560bdb5|5|2.7|6|3|0|6|3|1296000|1314693|3|1319256818
c136315a|9|1315714398|05b73f5d|1|2.7|3|3|1|0|0|1296000|1471853|2|1315714398
c136315a|9|1315462763|0978021f|1|2.6|33|7|5|0|0|432000|1063195|3|1315462763
c136315a|9|1321482184|09cbda70|5|2.5|9|0|0|9|0|0|15|6|1321568584
c136315a|9|1314478558|0cd0b080|5|2.7|2|3|1|1|2|604800|584693|3|1316033758
c136315a|9|1315546037|0e810893|1|2.6|35|5|4|0|0|604800|1067698|1|1315546037
c136315a|9|1315713124|10cd7946|1|2.6|15|4|2|0|0|1209600|1471227|2|1315713124
c136315a|9|1315462635|114a88d5|1|2.5|4|2|2|0|0|172800|884152|4|1315462635
c136315a|9|1318384734|11d4ce86|1|2.6|10|3|2|1|0|0|2921956|2|1318384734
c136315a|9|1315713104|11fc0828|5|2.8|2|3|0|2|3|1123200|1471159|1|1319773904
c136315a|9|1321481941|12bab4e2|5|2.5|5|0|0|5|0|0|54|2|1321568341
c136315a|9|1317700343|14443046|1|2.6|4|3|1|0|0|1468800|3572379|1|1317700343
c136315a|9|1317700577|14633ee4|5|2.8|2|3|0|2|3|1641600|3746972|2|1327895777
c136315a|9|1315545909|14d2c87f|1|2.6|3|2|1|0|0|518400|1304051|3|1315545909
c136315a|9|1315462468|15496bc1|1|2.5|39|6|5|0|0|172800|790781|10|1315462468
c136315a|9|1315462639|17460650|1|2.5|20|2|2|0|0|172800|884323|2|1315462639
c136315a|9|1317700693|183bbf62|5|2.9|1|4|0|1|4|2505600|3096114|1|1326254293
c136315a|9|1315546110|1948dbeb|1|2.6|3|3|2|0|0|604800|1304418|2|1315546110
c136315a|9|1317699971|1a8e36de|5|2.8|2|4|1|1|2|604800|2237463|1|1323747971
c136315a|9|1315462783|1b5ee0c1|1|2.46|19|6|4|0|0|432000|1129880|4|1315462783
c136315a|9|1318384697|1b622dfc|1|2.5|9|1|1|1|0|0|2922028|2|1318384697
c136315a|9|1317700366|1d378f96|5|2.8|26|7|4|1|3|1555200|3221810|2|1326426766
c136315a|9|1315546101|1d8bd7eb|1|2.6|22|4|3|0|0|604800|1213186|2|1315546101
c136315a|9|1317700279|1d8dd36f|1|2.7|15|5|3|0|0|1468800|3458274|2|1317700279
c136315a|9|1317700385|1e0e33e0|1|2.6|9|4|2|0|0|1555200|3122308|6|1317700385
c136315a|9|1315462477|1e3046b8|1|2.5|42|4|3|0|0|172800|790805|3|1315462477
c136315a|9|1318384564|1e671a48|5|2.8|12|4|1|3|3|2505600|2921811|2|1327024564
c136315a|9|1315713235|21251610|5|2.8|3|3|0|3|3|1209600|1585248|2|1320119635
c136315a|9|1318384596|213e2aed|5|2.8|4|5|1|2|4|2678400|2671734|2|1325555796
c136315a|9|1314672379|21a25bc3|1|2.5|8|0|0|8|0|0|53|2|1314672379
c136315a|9|1317700086|2306a862|5|2.8|3|4|1|1|3|1382400|3095512|2|1326080886
c136315a|9|1315546035|24162aa1|1|2.6|14|5|4|0|0|604800|1067695|4|1315546035
c136315a|9|1317700508|24552003|1|2.7|19|5|3|0|0|1641600|3096060|2|1317700508
c136315a|9|1315546136|260079de|1|2.6|5|2|1|0|0|604800|1213208|1|1315546136
c136315a|9|1315546303|269ab126|1|2.6|14|6|4|0|0|950400|1304396|2|1315546303
c136315a|9|1317699973|27a24e81|1|2.3|18|6|3|0|0|604800|2237453|1|1317699973
c136315a|9|1317700390|27c2bd53|1|2.7|10|4|2|0|0|1555200|3458403|2|1317700390
c136315a|9|1317700402|2a71060c|1|2.7|3|4|2|0|0|1555200|3458401|2|1317700402
c136315a|9|1318384587|2b12c2a2|1|2.7|2|3|1|0|0|2592000|2838390|1|1318384587
